objectid_1;objectid;id_rte500;vocation;nb_chausse;nb_voies;etat;acces;res_vert;sens;res_europe;num_route;class_adm;longueur;st_length_;st_length(shape);geo_shape;geo_point_2d
77;81524;81524;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A68;Autoroute;8.21000004;8213.5697251;8213.569725098872;"{""type"": ""LineString"", ""coordinates"": [[1.968794539603923, 43.888849766954415], [1.973271730250505, 43.8885949606238], [1.97387905409181, 43.888524169706685], [1.9751373588790742, 43.888376687564], [1.983175975276144, 43.88701004217188], [1.985663593521585, 43.88665878084213], [1.985894507369272, 43.886619525802395], [1.992581764690743, 43.885503333667714], [1.995132275901474, 43.88510653826924], [1.998255132800625, 43.88471133704943], [2.001301377864905, 43.88449624646732], [2.003974129023591, 43.88450446440602], [2.005588906800886, 43.88459928521084], [2.007588790678193, 43.88487488373648], [2.009387715896608, 43.88533042235581], [2.011125405777374, 43.88587447663719], [2.013916779317669, 43.886871725836734], [2.015540235875896, 43.887550577889776], [2.017462714070626, 43.88850029759595], [2.020497876664511, 43.89031677323498], [2.024026946522577, 43.89266408234931], [2.024088885658559, 43.89275373626304], [2.028250280083153, 43.89555296120239], [2.029055229284545, 43.89622972479048], [2.030168208792087, 43.89731152078516], [2.033147814878739, 43.90047536125845], [2.034878876847689, 43.902188085571765], [2.036054037090638, 43.90336037365532], [2.037664161060067, 43.90457788360828], [2.038902740915723, 43.905390697537435], [2.045357379875375, 43.90894654096748], [2.046788272441609, 43.90973574635818], [2.052498605362612, 43.91288866587466], [2.052847731517268, 43.913081596027396], [2.053551820634096, 43.91341620300339], [2.054752376028993, 43.913918904888796]]}";43.8937482153,2.01360914194
83;96950;96950;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A620;Autoroute;0.1;96.93152222;96.93152221808351;"{""type"": ""LineString"", ""coordinates"": [[1.413462622166844, 43.56959646589518], [1.414458766701031, 43.56911065716065]]}";43.5693535615,1.41396069443
105;96953;96953;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A620;Autoroute;0.31999999;323.31619703;323.31619702583066;"{""type"": ""LineString"", ""coordinates"": [[1.4173290460155101, 43.612698775935584], [1.416558155504938, 43.611863188850755], [1.415892558512773, 43.61120732198584], [1.415612746421182, 43.61097915436181], [1.414833750772119, 43.61043862124171]]}";43.6115070577,1.41613534778
114;99824;99824;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A64;Autoroute;0.67000002;674.43637594;674.4363759358835;"{""type"": ""LineString"", ""coordinates"": [[0.935158826304587, 43.125677923311976], [0.9364518391440031, 43.126138165658965], [0.9378491909792501, 43.126635478838665], [0.938301584069098, 43.12679799050523], [0.9386934769703831, 43.126969240418916], [0.9395849528507351, 43.127357882316204], [0.940390564193019, 43.12770888604065], [0.9410594859737361, 43.12800058844217], [0.9417005961617421, 43.128280058796726], [0.9423886404092311, 43.12862160417061]]}";43.1270728828,0.93880523319
117;99820;99820;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A64;Autoroute;0.31;312.82817129;312.8281712901978;"{""type"": ""LineString"", ""coordinates"": [[1.318967503212027, 43.4732306268456], [1.320606165319272, 43.47542385319693], [1.320815510585606, 43.47570246170726]]}";43.4744667965,1.31989117028
125;99829;99829;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A64;Autoroute;17.42000008;17424.9609277;17424.96092774128;"{""type"": ""LineString"", ""coordinates"": [[0.39092023423243505, 43.099971412270044], [0.391600702793834, 43.099887101923926], [0.39261338767528503, 43.09976133427906], [0.39352356142787104, 43.09964837526864], [0.39652821364262103, 43.099275582748945], [0.39851401318123203, 43.09913817932346], [0.40086008320147704, 43.09907242691178], [0.402974546947416, 43.0992143178857], [0.40521102487638105, 43.09940140203415], [0.40678633536989905, 43.09973630732334], [0.40977902109189, 43.100423847896586], [0.411749018712717, 43.10096884850098], [0.41534301079101205, 43.102054037966234], [0.417921390876615, 43.102645916013024], [0.42171333149778506, 43.10342786659433], [0.428900350339784, 43.10467052439556], [0.43627142452573403, 43.10581268865998], [0.44045503470742703, 43.106634787520484], [0.44381410976293906, 43.10702410751764], [0.44921316221387003, 43.107916989737035], [0.45126038214838604, 43.108200315050105], [0.454015963744795, 43.10851924126271], [0.45567538703970206, 43.10860073913161], [0.458035516992909, 43.10864025343152], [0.45939741867861605, 43.10856079161819], [0.461288101068177, 43.10827060101328], [0.463001931525554, 43.10775573973379], [0.464245772364246, 43.10739897027731], [0.46466745334979204, 43.1072775106871], [0.47028994566318605, 43.10551181708869], [0.47182533286536904, 43.10502952542865], [0.47323865482154004, 43.10458574445183], [0.48184269153256404, 43.10188239034917], [0.48727333263133205, 43.10035252523679], [0.48962212879056605, 43.099598299484434], [0.49187585773751, 43.098854409166385], [0.49400502415540204, 43.098093177721026], [0.500749284800661, 43.09490505316341], [0.5015008770209091, 43.09453284699985], [0.5021620826084471, 43.09420623284712], [0.502838349865098, 43.09387186528977], [0.508236615805666, 43.09220705379764], [0.510923014610129, 43.091839034794134], [0.51457897246935, 43.09150862526303], [0.52161137688988, 43.09097778415906], [0.525245608637228, 43.09086518077962], [0.5279751381191741, 43.09106374113085], [0.530552814980091, 43.091282146644545], [0.531860692467026, 43.09139131248617], [0.5361783802090411, 43.0919229971664], [0.538676637891072, 43.09227796748494], [0.540443808885195, 43.092645882331766], [0.543305392489291, 43.09314941709269], [0.544843810356891, 43.093527338517156], [0.547064045756217, 43.094215918244316], [0.553598142705762, 43.09617591967894], [0.556001004542881, 43.09681896789185], [0.558295865633069, 43.097141866629606], [0.560725110587885, 43.09736517642951], [0.562764501131215, 43.097369946261026], [0.564741642923938, 43.09724909124613], [0.567169709815271, 43.096917023162035], [0.568949471169659, 43.09678803405711], [0.5712719386905041, 43.09683502546459], [0.574882045308142, 43.09712692651197], [0.5760353107345331, 43.097560513695505], [0.577863181970353, 43.09842318740617], [0.5804831376733061, 43.099550180432594], [0.5827455593464911, 43.10065468879971], [0.5847561894359511, 43.101380068691675], [0.58711057071945, 43.10193224186684], [0.5923488342584451, 43.10312295378817], [0.59439497697288, 43.10358978990251]]}";43.0995591892,0.492954694021
131;117705;117705;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;E80;A620;Autoroute;1.25999999;1257.33434357;1257.3343435746226;"{""type"": ""LineString"", ""coordinates"": [[1.477894166005056, 43.569863617030315], [1.47933449034226, 43.56898838515656], [1.481341567361431, 43.567880787455074], [1.483530978986776, 43.56614576510292], [1.485784645391223, 43.564221718304516], [1.486654549135153, 43.5635211206412], [1.4875361814126151, 43.56279728248367], [1.488288806410833, 43.56208424034964], [1.488602641125513, 43.561726847837235]]}";43.5660378768,1.48342909587
137;121422;121422;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;D980;Départemental;2.18000007;2182.99648225;2182.9964822495263;"{""type"": ""LineString"", ""coordinates"": [[1.368712021639676, 43.607372882413706], [1.368251490815352, 43.60658210168891], [1.368088634031762, 43.60629886821911], [1.367629074312902, 43.60538750519593], [1.36709692535804, 43.60432925627619], [1.366490607390935, 43.60304940030129], [1.3655641291463, 43.60109785706726], [1.365055935733861, 43.600027361110236], [1.363820805729185, 43.597568984741756], [1.363700087065499, 43.5973295782471], [1.363564227673757, 43.597056645221784], [1.3626936459052161, 43.595322813632045], [1.361025238192535, 43.592001123552016], [1.360988921921403, 43.59188538164478], [1.360849486790873, 43.591435101274136], [1.360777387927318, 43.59057815876624], [1.360829471464334, 43.590055172859614], [1.360933122086625, 43.58928727863404], [1.3609881499068162, 43.589094619533086], [1.361083460599041, 43.588748676687864]]}";43.5981907031,1.36421132478
139;121424;121424;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;D980;Départemental;1.25;1245.57685155;1245.5768515479851;"{""type"": ""LineString"", ""coordinates"": [[1.366330564814471, 43.57918209596075], [1.367060389834394, 43.578200435052395], [1.368026589140908, 43.577176425680385], [1.370041837512668, 43.5750405344114], [1.371372556055767, 43.57307523437055], [1.372637346193285, 43.57142391200284], [1.373156708891731, 43.57065504888083], [1.374037196762095, 43.56976470111425], [1.374241274547543, 43.56959496918764]]}";43.5743994582,1.37030504371
144;125528;125528;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A64;Autoroute;1.25;1251.85014298;1251.8501429789058;"{""type"": ""LineString"", ""coordinates"": [[1.267986714936306, 43.35251733687498], [1.267795152484989, 43.35199867377949], [1.267142770853698, 43.35068978864735], [1.266603789077733, 43.34987491752137], [1.265520335886977, 43.34855191750058], [1.264119118820648, 43.347055543087066], [1.2624189803113541, 43.34582519461159], [1.259952648088254, 43.34441153261689], [1.258835268040852, 43.34377088092382]]}";43.3475877397,1.26398241359
146;125530;125530;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A64;Autoroute;5.32000017;5324.06057338;5324.06057338191;"{""type"": ""LineString"", ""coordinates"": [[1.075974425077474, 43.23746016698743], [1.0737153706412461, 43.23615478674697], [1.063505707467057, 43.23025130392599], [1.062163882326654, 43.22949750075427], [1.05911789194773, 43.22775388483995], [1.05851099389931, 43.22743254612415], [1.055298148026945, 43.225461773742374], [1.039425110678685, 43.21605083195815], [1.038938369737971, 43.215820643059565], [1.029134110989518, 43.21003101574922], [1.027332660513241, 43.209110919143995], [1.026786465322623, 43.20889578417432], [1.024531987205836, 43.20820399949367], [1.024329213024822, 43.20816249687931]]}";43.2225020236,1.05028621735
147;125531;125531;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A64;Autoroute;3.92000008;3917.11308815;3917.1130881531676;"{""type"": ""LineString"", ""coordinates"": [[1.113696905977861, 43.259388589883194], [1.109340982426963, 43.256988266453014], [1.103528231329952, 43.253677699224525], [1.094943055560488, 43.24868122656993], [1.090865344838459, 43.246252665398835], [1.084419765340234, 43.24252946390856], [1.080056197175324, 43.239877670485896], [1.07972665380794, 43.2396468632885], [1.077614219576111, 43.238405358355756], [1.076694325775198, 43.23786799950994], [1.076339518778398, 43.23765742706398], [1.075974425077474, 43.23746016698743]]}";43.2485234847,1.09477762539
156;125540;125540;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A64;Autoroute;3.91000009;3914.67063156;3914.6706315626166;"{""type"": ""LineString"", ""coordinates"": [[1.307580793736212, 43.43113273703232], [1.306502993216077, 43.42932426881347], [1.306081978601588, 43.42873637600273], [1.304934236801311, 43.426748627940505], [1.3040363326813131, 43.42529299859055], [1.303316551326733, 43.424162302211236], [1.302836743582678, 43.42339350533953], [1.3018208160682772, 43.42163185846021], [1.300670545679458, 43.41982310289855], [1.298934105810235, 43.41696579898449], [1.298692855788947, 43.416649760007886], [1.2986353421164591, 43.41642389288672], [1.29700692968685, 43.413802220927955], [1.295869668747301, 43.41193963349512], [1.2952105697730891, 43.41085483677062], [1.2947337446083091, 43.40995107741837], [1.294615846468575, 43.40968106520921], [1.294018409065022, 43.40864132598458], [1.289908928076556, 43.400144926854196], [1.289182111071714, 43.398606407415265]]}";43.4150664331,1.29802408408
163;125549;125549;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A64;Autoroute;0.68000001;680.39681035;680.3968103526108;"{""type"": ""LineString"", ""coordinates"": [[1.387392305680663, 43.5311592894343], [1.388249697995736, 43.53207643542069], [1.388613040113056, 43.53248409057174], [1.390435427842283, 43.53445493967967], [1.391842488015919, 43.53597774936065], [1.392077481260112, 43.53624400517202]]}";43.5336988399,1.38973794745
164;129059;129059;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;N'appartient pas;Double sens;;D902;Départemental;0.34999999;349.01383927;349.01383926778374;"{""type"": ""LineString"", ""coordinates"": [[1.378866784978964, 43.63484875378918], [1.376964234990955, 43.63766878817958]]}";43.636258771,1.37791550998
169;141409;141409;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;0.81;809.01352182;809.0135218211348;"{""type"": ""LineString"", ""coordinates"": [[1.335467665653102, 43.606428582920316], [1.334941073430176, 43.60647901208414], [1.334600801370388, 43.60651069557443], [1.332458074394459, 43.606599326228825], [1.331072940976112, 43.60665815585684], [1.3295251529797851, 43.60668836810631], [1.328751340635011, 43.60663686948534], [1.3271653958130951, 43.60653146572281], [1.3258662029204, 43.606573552788156], [1.325493374614517, 43.60665960438662]]}";43.606591149,1.33047691443
171;141412;141412;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;4.1500001;4147.28922513;4147.289225131542;"{""type"": ""LineString"", ""coordinates"": [[1.268175212282197, 43.58648356526751], [1.267704175363252, 43.586296959140775], [1.267471683914292, 43.58620595351749], [1.265132737072592, 43.585638534772144], [1.263569182078496, 43.58542905408531], [1.260095753897994, 43.58544906404879], [1.2577362109675, 43.585563334794294], [1.2553689803817751, 43.58548213648947], [1.253442556185533, 43.58527747964189], [1.251829436409696, 43.58498963426415], [1.248270740737899, 43.58411241745845], [1.244406598707382, 43.58286295570551], [1.241390991548737, 43.58224898177373], [1.238022438314069, 43.58160039845354], [1.236404088036576, 43.58144813343655], [1.234367241702759, 43.581257541963666], [1.229879391509811, 43.581099888575956], [1.225343236360321, 43.58122385354875], [1.223210677069871, 43.581486877957005], [1.219883778204818, 43.58189768740922], [1.218113326635231, 43.58213954792525]]}";43.5832499811,1.24320967353
172;141413;141413;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;4.07999992;4078.94911461;4078.9491146103005;"{""type"": ""LineString"", ""coordinates"": [[1.218113326635231, 43.58213954792525], [1.217389278415073, 43.582252763350304], [1.214469945641096, 43.58237400315325], [1.213963848993939, 43.58236568134856], [1.211437080154838, 43.58232409809083], [1.20617426092689, 43.58172790709803], [1.203293169314831, 43.58137878571486], [1.202601058624764, 43.58130163429324], [1.200429054654209, 43.58119996604795], [1.199374171021412, 43.58116358132941], [1.194721845803831, 43.58119884369079], [1.190216296644901, 43.58160444828378], [1.188454151862447, 43.58189276511642], [1.187879130692317, 43.581989370694046], [1.182354493890235, 43.583452232247204], [1.179725470760197, 43.58440809244409], [1.179403313138401, 43.58453319156453], [1.17600305228496, 43.586144729463875], [1.17359008154204, 43.58750187344775], [1.173514428916767, 43.58754470109999], [1.171928557859119, 43.58831541837701], [1.170410342536679, 43.58890455358571]]}";43.5829953803,1.19379469059
177;141418;141418;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;2.43000007;2425.25229474;2425.252294739231;"{""type"": ""LineString"", ""coordinates"": [[1.170410342536679, 43.58890455358571], [1.170239830614376, 43.58897098110656], [1.168972713397948, 43.589217827137965], [1.167387182305704, 43.58927658673878], [1.166010585723314, 43.58922905136438], [1.163426744916111, 43.58856259168507], [1.1622648452747901, 43.58815233854254], [1.15962977706591, 43.58719422057757], [1.154226914345615, 43.585832635179294], [1.151706662953965, 43.58535327431387], [1.14904369503429, 43.58484712219084], [1.14587245058876, 43.583979427203], [1.141892047636206, 43.583250797991674]]}";43.5864773664,1.15616521355
