objectid_1;objectid;id_rte500;vocation;nb_chausse;nb_voies;etat;acces;res_vert;sens;res_europe;num_route;class_adm;longueur;st_length_;st_length(shape);geo_shape;geo_point_2d
276;173404;173404;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;;Sans objet;0.70999998;714.93851648;714.938516476709;"{""type"": ""LineString"", ""coordinates"": [[1.309827135303396, 43.92724739308424], [1.310749863429516, 43.92784226844622], [1.312015285964772, 43.928263300180355], [1.312419845899102, 43.92839737328935], [1.314294732318745, 43.92859465077365], [1.3165035724719432, 43.928744833772676], [1.317352491609328, 43.92880472128271], [1.318210100658614, 43.928865636112704]]}";43.9284045794,1.31391967863
283;185859;185859;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;Libre;Appartient;Sens unique;E80;A620;Autoroute;0.25999999;262.58258807;262.5825880717802;"{""type"": ""LineString"", ""coordinates"": [[1.495239502230311, 43.55138019411755], [1.493674422656286, 43.5530754923928], [1.493433528419116, 43.55334391876262]]}";43.5523605778,1.49433489082
284;185860;185860;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;Libre;Appartient;Sens unique;E80;A620;Autoroute;0.31;306.74181276;306.7418127571738;"{""type"": ""LineString"", ""coordinates"": [[1.493433528419116, 43.55334391876262], [1.4927949221271961, 43.55405677299725], [1.4924433253834821, 43.55448834200721], [1.492309058634698, 43.554653858648976], [1.492146634473694, 43.55485498004557], [1.491434277139371, 43.55568918953484]]}";43.5545116641,1.49242832419
286;192820;192820;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A9;Autoroute;3.5999999;3598.10393604;3598.103936044621;"{""type"": ""LineString"", ""coordinates"": [[3.034116520815335, 43.17651412917151], [3.033437919226904, 43.176204021668205], [3.030996673379901, 43.175432099291555], [3.027707363018417, 43.174390500281305], [3.027183729408822, 43.17420354235845], [3.026617082255075, 43.17401029620919], [3.026099620769462, 43.173868305373496], [3.009437682863976, 43.16896261755844], [3.000782751580887, 43.166349162856186], [2.999816908324198, 43.16605773706265], [2.999386828132097, 43.16597048683953], [2.997278240826669, 43.165210401958184], [2.995280320297038, 43.16417954098968], [2.994747068512265, 43.16383322077354], [2.9938820760544242, 43.163344763679326]]}";43.1702208947,3.0138717957
290;192822;192822;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A9;Autoroute;15.78999996;15790.6072322;15790.607232229946;"{""type"": ""LineString"", ""coordinates"": [[3.834657289589689, 43.56474390755441], [3.834302145188108, 43.564572976970126], [3.832731057143301, 43.56374823072735], [3.830452261469822, 43.56232601803449], [3.8285852385016153, 43.561135463206185], [3.827359670458836, 43.56006236307097], [3.827151604878935, 43.559876792386135], [3.826472781296248, 43.55922061754408], [3.825133841946969, 43.557657073765945], [3.824750690219811, 43.55716780186577], [3.823164572976195, 43.5556160118152], [3.821844110847401, 43.554726230876255], [3.819770304443017, 43.553406630638676], [3.818393261830526, 43.55270619143993], [3.816459655720685, 43.552013521613674], [3.815151977516612, 43.551662535818195], [3.8131641295301613, 43.55124014991072], [3.8104836702352882, 43.55082739988218], [3.80472968305324, 43.550546284155395], [3.802606400523608, 43.55016160092711], [3.802480223132251, 43.550073455583], [3.800487541458407, 43.54947091917611], [3.798799771042396, 43.54873023711134], [3.797421234848761, 43.54798455907933], [3.793521927217697, 43.54528681145565], [3.788616331276855, 43.54188272760323], [3.78849081106473, 43.54183955063816], [3.786276037584197, 43.54025132406049], [3.785078309221162, 43.539314334951634], [3.7838152275755332, 43.53820774907932], [3.780585632462399, 43.53509533214399], [3.779132958851859, 43.533856894427394], [3.7769935427277392, 43.53231203893919], [3.77617808623036, 43.53181940446178], [3.774608678612558, 43.53080668605016], [3.767134223967365, 43.52635737229482], [3.76469167561765, 43.525032170958596], [3.761877283415997, 43.52363124916367], [3.761753059568055, 43.52358803316042], [3.755426270108435, 43.520516407853044], [3.753047987011541, 43.51924359159471], [3.7510387260327143, 43.51791238672146], [3.749653157273284, 43.516807175555364], [3.749146072389959, 43.5163194135112], [3.747243848626979, 43.51426760314384], [3.745467826582398, 43.512403843484016], [3.744014724657047, 43.51102910602374], [3.742816476938958, 43.51004669528915], [3.740867298414255, 43.50863392610777], [3.738924815635947, 43.50744601454967], [3.731211260011781, 43.503078745200774], [3.729265539782094, 43.50179981610611], [3.727131031484789, 43.500343971248576], [3.725682078298274, 43.4991408272752], [3.723475373672985, 43.49723642892724], [3.721452823925479, 43.495320867393566], [3.721193081772244, 43.49510755814749], [3.720680656980778, 43.4946520995115], [3.717716684490248, 43.49195275926032], [3.71457734194391, 43.489736756348556], [3.713266006170481, 43.489124574713436], [3.710956878363985, 43.48806635954919], [3.708467303938023, 43.487199118266275], [3.705664142411717, 43.48665056602508], [3.703439752525421, 43.48623674717549], [3.700641968120583, 43.48571592276769], [3.696848933426995, 43.48504487436294], [3.694179566968683, 43.48440429541588], [3.688709883789183, 43.48280077336585], [3.688114602305915, 43.48261830967142], [3.68528329868874, 43.4817464132355], [3.683738083077313, 43.481270317380755], [3.683351165426981, 43.481151293895245]]}";43.5214113425,3.75988082429
292;192824;192824;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A9;Autoroute;16.80999947;16814.3276741;16814.32767408999;"{""type"": ""LineString"", ""coordinates"": [[2.861234602072374, 42.66417173945857], [2.86122990042873, 42.66358823575763], [2.861227892198338, 42.663408418857166], [2.861156469151567, 42.66219637864747], [2.861321759544248, 42.66030944605377], [2.861337133503753, 42.65947962587438], [2.861362233564718, 42.65814544232647], [2.86126769470288, 42.65436475046856], [2.8610708350864913, 42.645996044618784], [2.861064343727339, 42.64514283204369], [2.861055019869935, 42.64394527852333], [2.861028090030473, 42.63991658772495], [2.860964192278479, 42.63964768843197], [2.8609478807691833, 42.637807311729006], [2.860743249631132, 42.635284316272866], [2.860618585146826, 42.634970386479765], [2.860612674424237, 42.63438689755619], [2.86042065019511, 42.633220584686406], [2.859976231960588, 42.63119355755522], [2.859410399145948, 42.62904050710476], [2.858164363272285, 42.62576006169123], [2.8576041102349503, 42.624362211602794], [2.857343796753396, 42.623779288376326], [2.857221169659144, 42.623645168170135], [2.855546656511526, 42.61996316684942], [2.854115693189553, 42.61632373923032], [2.854114923489071, 42.61614483108421], [2.8536168033484812, 42.61480010038901], [2.852606141855055, 42.61062003154593], [2.852476850449015, 42.6097675771336], [2.852408666389983, 42.60881631498985], [2.852396252573966, 42.60746956050634], [2.852286237174483, 42.60189278398084], [2.852087584260595, 42.60008908049056], [2.850889413321447, 42.59514733152453], [2.850017025545279, 42.59276283211159], [2.849279593102408, 42.590914330412325], [2.84920945950603, 42.59074611689134], [2.848216639775146, 42.588407292175724], [2.847659043714699, 42.58715238561085], [2.84759636455188, 42.586928443949056], [2.847038817173644, 42.585665444960625], [2.846789967044101, 42.58499263370125], [2.8458552072521632, 42.58239317283218], [2.845542881129949, 42.5813534770495], [2.845355632892134, 42.58085965521463], [2.845229566642518, 42.58023197103504], [2.844728904076261, 42.57866339119714], [2.844413927460501, 42.57726409330252], [2.844095893208509, 42.57564903304994], [2.843898561029909, 42.57393436251433], [2.843890254375567, 42.57294725579195], [2.843825533155716, 42.572588463131375], [2.843805046731754, 42.57024476245022], [2.843846564672679, 42.56791014770758], [2.844130742883489, 42.56578895244734], [2.844540515293187, 42.56399157825516], [2.844893154104353, 42.562633725677046], [2.845427307070877, 42.56114938008801], [2.8454852952562972, 42.56083482022388], [2.846212768339405, 42.559349853892684], [2.846870326328017, 42.55808053969802], [2.847230346952617, 42.557584818649396], [2.847648331613441, 42.556775435828406], [2.8476581040234112, 42.556758369178276], [2.848247721484558, 42.55587461421873], [2.849082438477039, 42.55424505297102], [2.849435989569492, 42.552941138489075], [2.849621153252159, 42.551862630016544], [2.849674416786347, 42.55100957905679], [2.849660132789886, 42.54947411385893], [2.84952829911254, 42.54826211485527], [2.84933938299088, 42.54750042053943], [2.848719537187835, 42.54601264878833], [2.84834717663575, 42.545206644918174], [2.84765833920008, 42.54408734875995], [2.847138411833709, 42.543469914508165], [2.846430602650347, 42.54264724381899], [2.844900316854257, 42.54117342601471], [2.843189592460143, 42.539924064334066], [2.8412256266665903, 42.53884690121797], [2.832864420292115, 42.53510614923022], [2.828647263777402, 42.5331954700115], [2.826391127240679, 42.5320294733742], [2.824487404191949, 42.53091525068609], [2.823633479788768, 42.530335814980795], [2.823360783323799, 42.53007916189378], [2.822531799695608, 42.52929929221504], [2.821367753290012, 42.52800285719925], [2.8211985358534353, 42.52769692982835], [2.8201977666918, 42.5258892538452], [2.819948265106694, 42.52521641783699]]}";42.5887412604,2.84865066858
340;196922;196922;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A62;Autoroute;1.08000004;1081.13545982;1081.1354598208254;"{""type"": ""LineString"", ""coordinates"": [[1.477048807985546, 43.63779314443294], [1.476728661461033, 43.63855632030439], [1.47660361630785, 43.63864546354199], [1.476412028911283, 43.639093656180755], [1.476123631631776, 43.63950089362435], [1.475842925668327, 43.63989833878907], [1.4751487782826, 43.64079126092973], [1.474079160486633, 43.641915598945964], [1.4731383532386, 43.64276184992393], [1.471992643553865, 43.64357641533566], [1.471386336308946, 43.644006172484886], [1.470325070540507, 43.644626617592635], [1.4697954663331472, 43.64487475369387], [1.469377603206358, 43.645068662937945], [1.468941611085731, 43.645245216092505]]}";43.6420138609,1.47347378781
299;192829;192829;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A9;Autoroute;13.38000011;13378.8961474;13378.896147367384;"{""type"": ""LineString"", ""coordinates"": [[2.983089119035638, 42.868212529151954], [2.98274078137415, 42.86795798852327], [2.98180211807085, 42.86727261218636], [2.980512636900047, 42.86656198623401], [2.966500602979987, 42.860384364861275], [2.964833680840399, 42.85981101925834], [2.962935716929783, 42.85932749190778], [2.961041270009678, 42.85911460180446], [2.958707963686906, 42.85899323219363], [2.9576079463356173, 42.85891007386872], [2.954305688556268, 42.85838086877572], [2.952151213881612, 42.857854777838014], [2.950252351208055, 42.857191180119706], [2.946376820496483, 42.85555181299098], [2.943985808002958, 42.85461359343564], [2.941413841654633, 42.8538199986973], [2.939383001979346, 42.85338184536093], [2.938526431149569, 42.85320690767305], [2.937117725906285, 42.85276636855882], [2.935401364625326, 42.85204776481564], [2.933935677982948, 42.851248358183874], [2.933339642462659, 42.85092426772748], [2.93311857409374, 42.8508036337273], [2.927343665557517, 42.84714362725206], [2.926410630946175, 42.846654712773294], [2.924634573529389, 42.846035713445474], [2.923043946477129, 42.845684786657685], [2.919179649532378, 42.84497875348036], [2.917099311461094, 42.84445112133976], [2.915568847041957, 42.8439652473613], [2.914526049021032, 42.84343208257125], [2.913344567735891, 42.84249504581961], [2.9115754871397472, 42.84067807745], [2.9112485241277892, 42.84034239878277], [2.91093877497749, 42.83993929210812], [2.9101951389815213, 42.83882094408286], [2.910007732021909, 42.83832801585606], [2.909547381291198, 42.83499783199473], [2.909698897836059, 42.831844418492246], [2.909867423432482, 42.83031680002315], [2.9099252616515763, 42.830047085398306], [2.910042241675391, 42.829453704742356], [2.9101516267576972, 42.82823986348029], [2.910017967196807, 42.826983557085185], [2.909889378684695, 42.82639986327732], [2.909764107185042, 42.826041873419], [2.909634523987327, 42.825315205092906], [2.909442602594297, 42.82461456145914], [2.909274972669086, 42.82400655664836], [2.909192383396963, 42.82370075689686], [2.9072982722319702, 42.8172347682288], [2.906421241549676, 42.81498510950537], [2.9059244395395982, 42.814044113928205], [2.905111874434912, 42.812018407241155], [2.90455297731951, 42.81098923175585], [2.903623499583695, 42.80955688302314], [2.9021985437848663, 42.80722038911172], [2.901826902393583, 42.80672819167063], [2.900278980747391, 42.80425758629671], [2.900093749581198, 42.80403351572385], [2.899660176927043, 42.80336231588113], [2.899598130224064, 42.8032282786874], [2.89691950077694, 42.798787350914246], [2.896108603230512, 42.796806564645884], [2.895476491251082, 42.794564288373884], [2.895467279019866, 42.79357607930887], [2.895447729982219, 42.79154661121078], [2.895542916247133, 42.78885186769734], [2.895518128821264, 42.78498089421791], [2.895491198662949, 42.784342454889234], [2.8954395827219352, 42.78317617769304]]}";42.8359082538,2.92777937561
302;192841;192841;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A9;Autoroute;1.75999999;1755.52597564;1755.5259756375065;"{""type"": ""LineString"", ""coordinates"": [[4.340078832477364, 43.80859331745621], [4.337915061828682, 43.8078998787422], [4.334835397500175, 43.80683240928457], [4.334270960966395, 43.806662915713446], [4.3311922691426, 43.80563133447507], [4.32824373125801, 43.804741184640655], [4.324672970978363, 43.80380901852009], [4.319793050927605, 43.80289799471094]]}";43.8054534342,4.33001321988
315;192843;192843;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A9;Autoroute;13.78999996;13793.884345;13793.884345044744;"{""type"": ""LineString"", ""coordinates"": [[4.736889690153417, 44.022086494987484], [4.736010717839723, 44.02140907624226], [4.73554192929177, 44.021050124221986], [4.735148086254138, 44.02073499275535], [4.734683995038826, 44.0203660604713], [4.733349127580481, 44.01929975337951], [4.732926450527631, 44.01902017990808], [4.731490464585627, 44.01807248174554], [4.730471764416922, 44.01755477116559], [4.729268839391235, 44.01713178560252], [4.724481944446518, 44.01592363883617], [4.723472644562718, 44.01563077046739], [4.72119683634936, 44.01487081136901], [4.719736421710607, 44.01421951985726], [4.718012415594865, 44.01322306768626], [4.715573841137864, 44.011567142339075], [4.714417268992429, 44.0107282755414], [4.713451960303257, 44.00998542460533], [4.712868585834352, 44.00945803705076], [4.710730013070037, 44.00748134175261], [4.710342904336033, 44.007175023804415], [4.709954179724025, 44.00681471753961], [4.707626249321332, 44.00479681775521], [4.705827244382122, 44.003486286588455], [4.704354138813179, 44.00251992854752], [4.701356840877586, 44.00087601563656], [4.696068867034705, 43.99805860578217], [4.693896224734394, 43.996747383298874], [4.693065183113144, 43.99622553513637], [4.691208995676644, 43.99490036132316], [4.690729356424641, 43.99453689737412], [4.686439254041615, 43.99118780737963], [4.684065833574121, 43.98952122274469], [4.683106484464737, 43.98891216123412], [4.682977982041299, 43.98882502025419], [4.679660097678435, 43.98691812426527], [4.676730242978797, 43.9853526554866], [4.671701862727878, 43.98330341033928], [4.670838820603344, 43.98295202739808], [4.668113369901719, 43.981795497851834], [4.663726810016653, 43.97963258499662], [4.660163219920611, 43.977765771618024], [4.659779140410632, 43.9775042501458], [4.656209661317983, 43.97551137894539], [4.651764263034599, 43.973393008157345], [4.649725842490275, 43.97225806312674], [4.648446759742866, 43.97143119564286], [4.643692663929653, 43.967835486389234], [4.639274858532949, 43.9648619601], [4.637764118740277, 43.96389892419671], [4.636271179698414, 43.962946404227345], [4.6351844186293665, 43.96224973720644], [4.631413093256377, 43.9598018386089], [4.629556032714621, 43.95852790835517], [4.628228675179956, 43.95747289902258], [4.628011941680148, 43.95730149657845], [4.626790666686021, 43.956337607532596], [4.624068494758842, 43.953687520675565], [4.622048199459363, 43.95143652912698], [4.620402430587236, 43.94889910475321], [4.620139441306619, 43.94854474295885], [4.619342919164467, 43.94730263608088], [4.61862134552224, 43.94637356766752], [4.617393890566248, 43.94526565300038], [4.615658582091712, 43.94390779330497], [4.611758503925963, 43.94132705506658], [4.610291366479212, 43.94041343393877]]}";43.983390834,4.67212989286
319;192847;192847;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A9;Autoroute;15.18000031;15181.067826;15181.067826046035;"{""type"": ""LineString"", ""coordinates"": [[4.316131090820206, 43.80225735990079], [4.315271087542059, 43.802091337681084], [4.314223815857787, 43.801833065685315], [4.313369588551293, 43.80148515741877], [4.312307256984008, 43.80100294692823], [4.311069611790721, 43.80035273378618], [4.308903632029335, 43.798773151885534], [4.307877440030259, 43.79780266350951], [4.307101735717259, 43.79691736349833], [4.305351971144909, 43.794781923791234], [4.304960881430028, 43.79425020525945], [4.304319343384133, 43.793632382672975], [4.302064276409974, 43.79117624279024], [4.299153351591193, 43.78844258286983], [4.298064532983243, 43.78743405928973], [4.296440358065446, 43.786262696356324], [4.295792020114129, 43.78572050939305], [4.293059466901107, 43.78387287587825], [4.291217112601441, 43.78260232951138], [4.290515789940666, 43.78207514115998], [4.2891732481763, 43.78093004173745], [4.287951472311069, 43.779684501005384], [4.286792021471295, 43.77844631214618], [4.284856347719664, 43.776269579996644], [4.283700293637507, 43.77512132121704], [4.282295966544627, 43.77397687356459], [4.280835136851104, 43.772968971322506], [4.278683837293528, 43.771739659889306], [4.276603417992576, 43.77078847242842], [4.274211483096044, 43.769787791240134], [4.273615349881699, 43.769564365831286], [4.272264054393112, 43.76905816384779], [4.271696934617069, 43.768798390169636], [4.27087730410895, 43.76840836214284], [4.27017960170366, 43.767971907752276], [4.269350280602298, 43.76731198761483], [4.268519781814547, 43.76659807660364], [4.267747347697121, 43.76575748713142], [4.264629604390142, 43.76162322717398], [4.262170281881807, 43.75860983399193], [4.25803519664028, 43.75368352338019], [4.256876722134686, 43.75243603955286], [4.256432718822408, 43.75217477118589], [4.255225304661435, 43.75129682324684], [4.253391005865959, 43.7502505848649], [4.251067806211218, 43.74938272741431], [4.249565070035194, 43.7489598945848], [4.247463923302764, 43.74853489722589], [4.24731678076969, 43.74850508362612], [4.2452508654730075, 43.748271333082535], [4.243263149008668, 43.74820764419508], [4.241903736318989, 43.74832124935659], [4.237503258266365, 43.74880331890316], [4.234911385678628, 43.7491630231633], [4.225143397091609, 43.750493683254234], [4.222003000325449, 43.75098704206092], [4.221520417558373, 43.75100415466422], [4.220116263538809, 43.751062190997324], [4.218638736695431, 43.75105623289845], [4.2159655128068, 43.750869218120265], [4.213474537835829, 43.75055231330772], [4.211335968462857, 43.75004964137028], [4.20808078390821, 43.74910843942125], [4.205255848175462, 43.7480777857037], [4.20355509480189, 43.747252433105864], [4.202288259566974, 43.74645646412379], [4.200381758162941, 43.745050164007516], [4.198540455707719, 43.74331463222588], [4.198461928019191, 43.743239900303145], [4.195996595106198, 43.73997047705013], [4.19545443176777, 43.739032381483355], [4.195211042214844, 43.73861117638629], [4.194675568388555, 43.73739762005758], [4.193933627094058, 43.735567161673714], [4.193333255803829, 43.73427421797401], [4.192493120566394, 43.73284980635455], [4.192360953315844, 43.73258216974177], [4.19191222413823, 43.73213170984065], [4.190948118967115, 43.73106862401432], [4.190119329493613, 43.73036402963096], [4.188725122911328, 43.72944331774818], [4.187386617231364, 43.72869297081961], [4.186004912888601, 43.72813206668322], [4.185305404442917, 43.727852602406095], [4.185036358821386, 43.72774483811973], [4.18274320819685, 43.726974224151434], [4.179367590408063, 43.72612349987919]]}";43.7602469904,4.24876983594
325;192856;192856;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A9;Autoroute;0.05;49.21351441;49.21351440667646;"{""type"": ""LineString"", ""coordinates"": [[3.9933838037388942, 43.65473172407125], [3.992925136702206, 43.654439856192]]}";43.6545857901,3.99315447022
326;193936;193936;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A75;Autoroute;1.53999996;1541.40044136;1541.4004413631455;"{""type"": ""LineString"", ""coordinates"": [[3.280727369303624, 43.34733227282639], [3.281752677209941, 43.34677095332347], [3.282770719402861, 43.3462402298168], [3.286882251082706, 43.34413872775103], [3.287706102930971, 43.34373891572372], [3.289314379878639, 43.342949274185294], [3.293194221463917, 43.341188204726464], [3.2951408945219303, 43.3400791015572], [3.29579902352926, 43.339111133728046]]}";43.3434095974,3.28843620242
330;193939;193939;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A75;Autoroute;0.47000000000000003;471.67255184;471.67255184072377;"{""type"": ""LineString"", ""coordinates"": [[3.025678088467352, 44.13400129721934], [3.024504947104472, 44.13481341781865], [3.023316795411269, 44.13567503261341], [3.022144873431449, 44.13658433476071], [3.021585149467609, 44.137053377082054]]}";44.1354927067,3.0236055057
333;209856;209856;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;N'appartient pas;Double sens;;D914;Départemental;0.51999998;524.27956499;524.2795649938238;"{""type"": ""LineString"", ""coordinates"": [[2.921268368622692, 42.6626000465341], [2.920816767559474, 42.663240750198554], [2.920098008512241, 42.664142882835534], [2.9194811685093662, 42.66444630648147], [2.918517273656719, 42.66464337247271], [2.917932536207552, 42.66463303577028], [2.917701131838911, 42.66459060166291], [2.917684081685816, 42.664586992260524], [2.9169536800198763, 42.66420971692761], [2.916578841872465, 42.66394779563862]]}";42.6640747085,2.91911636432
336;194035;194035;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A66;Autoroute;21.15999985;21155.2378298;21155.2378297631;"{""type"": ""LineString"", ""coordinates"": [[1.641308997450875, 43.235699305946255], [1.641624782048519, 43.23629345182178], [1.642284555003704, 43.23743441427439], [1.642582668204614, 43.23799594815172], [1.6434111111089842, 43.2392919662796], [1.644501329723097, 43.24081348015464], [1.645800374216995, 43.24240597680571], [1.648743537000271, 43.24589483104848], [1.650258199214112, 43.24732893564234], [1.652019397835459, 43.24896042359955], [1.655429634189046, 43.25229569222923], [1.656687045909881, 43.25390284147399], [1.656748021762151, 43.25398007118032], [1.6570395100602, 43.25441283529696], [1.657254928349271, 43.25472949611395], [1.657915378134378, 43.25570484326572], [1.659295825677568, 43.25774443321746], [1.659623058033266, 43.258229815433936], [1.661464399784352, 43.26110189248013], [1.662293450590407, 43.26219176338032], [1.6633078054292572, 43.26330821238176], [1.6641351441341672, 43.26426219887321], [1.664908521297221, 43.26515523468194], [1.6679279089307921, 43.26842862057691], [1.668598137607528, 43.269154820014585], [1.6706143737661852, 43.271631254914055], [1.672138713471, 43.27392797394975], [1.672919118325481, 43.27543642072773], [1.672973404561713, 43.27553875081014], [1.673673527060288, 43.276952641173814], [1.673788850240563, 43.27718527357522], [1.674113800868066, 43.278208595662036], [1.674315231669572, 43.27908825305703], [1.6745676515932262, 43.281232585560346], [1.674678055005968, 43.28264463831446], [1.6744580446794082, 43.284180395218065], [1.6742585576331082, 43.28514420711444], [1.673915544822011, 43.28624391009031], [1.673431312486062, 43.287378766911004], [1.672900553778547, 43.288340311968575], [1.67140665170514, 43.290585569062166], [1.671266456809168, 43.29073679249804], [1.670675206574094, 43.29138089620705], [1.670643574126761, 43.29141739436355], [1.6697613406280132, 43.29218117176509], [1.6654320146142791, 43.2956950771259], [1.663051425396683, 43.29748573806513], [1.660523552150037, 43.29961820961579], [1.65864537000189, 43.30113879982796], [1.656534949193609, 43.30294707720375], [1.654854473785889, 43.30453844200776], [1.652412779497165, 43.307226931563456], [1.6514326957732042, 43.308360932474656], [1.649287011404382, 43.31139044464414], [1.647754303347586, 43.313386629757], [1.646748740360588, 43.31460035147044], [1.645460258845625, 43.315949077068524], [1.641482491503373, 43.31941254900875], [1.640856248417327, 43.32005067384294], [1.6393717787446702, 43.32139057439883], [1.6374062101012492, 43.32332180762661], [1.636462461767584, 43.32425011660445], [1.635614979938299, 43.32501498454451], [1.633933190155926, 43.32645399745943], [1.6322855620698782, 43.32748854470726], [1.6313451283348082, 43.328063265476054], [1.63057724642093, 43.32853309668012], [1.629556965738164, 43.32899162735799], [1.627171910896981, 43.32982961180273], [1.623776913233305, 43.33089312587396], [1.6200375415114912, 43.33192065225437], [1.616618256455622, 43.33316358217084], [1.6128691390815582, 43.33489163029243], [1.610581885438473, 43.336151586949136], [1.60868767882658, 43.33731218510907], [1.60799915226466, 43.337800878605215], [1.6039317734462242, 43.34068519200626], [1.59921067547227, 43.34432747819335], [1.596924634074338, 43.34626918251118], [1.595511123000648, 43.347662534712455], [1.594147980904077, 43.349262566442306], [1.593117243787015, 43.35087950328838], [1.5926249779207682, 43.352003180313446], [1.5920750366144172, 43.35346800931947], [1.591646806599194, 43.355551648587586], [1.591680358928394, 43.35740736634174], [1.591836844327817, 43.35887509475719], [1.592124665260711, 43.36021676869648], [1.592515536908973, 43.361328547318905], [1.592865685352214, 43.36218966466735], [1.59330301951192, 43.36301592458537], [1.594046837312181, 43.364220462636816], [1.594768584045288, 43.36516827987133], [1.595492762281254, 43.365966765045734], [1.5962593557005529, 43.3666956149314], [1.59698737989285, 43.36728719681892], [1.5980832126228992, 43.36812107435859], [1.598996177424675, 43.36876722421282], [1.599306179012901, 43.368952087630504], [1.6018944038433531, 43.37049804313907], [1.6038551733573492, 43.3717812135538], [1.6055927622761321, 43.373218031158515], [1.606655249837545, 43.374267334741525], [1.607839487134672, 43.37563940786275], [1.608146259799594, 43.37606264048049], [1.609803295685614, 43.37834233041547], [1.61039341989918, 43.37903732436927], [1.6110752936490371, 43.37966241153906], [1.6121446042735181, 43.380591183148574], [1.613695958429173, 43.38168717609155], [1.614607323235395, 43.382262094234065], [1.615563556313518, 43.382767397169715], [1.617527648989562, 43.38368506175201], [1.6205404496709082, 43.384961567643266], [1.622045093193706, 43.38559796708314]]}";43.3146555557,1.63493834361
342;199557;199557;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;Libre;Appartient;Sens inverse;;A61;Autoroute;0.25;246.92089022;246.9208902166436;"{""type"": ""LineString"", ""coordinates"": [[1.4976298157289332, 43.54878290793615], [1.497181160894567, 43.549947460864125], [1.4967968944588002, 43.55092032700585]]}";43.5498524902,1.49721559228
343;199558;199558;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;Libre;Appartient;Sens inverse;;A61;Autoroute;0.44999999;452.3025745;452.30257449687207;"{""type"": ""LineString"", ""coordinates"": [[1.494550426941641, 43.5564739645618], [1.4941761400044031, 43.557581950626044], [1.494135526162626, 43.557762267389165], [1.494044506415226, 43.55816596038204], [1.493976930769025, 43.5585249835701], [1.493957091191113, 43.55885677207216], [1.493894635082116, 43.559916890265676], [1.493875680103654, 43.56049796442385]]}";43.5584623043,1.49408234358
344;209858;209858;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;N'appartient pas;Double sens;;D914;Départemental;0.22;216.57940835;216.57940834498982;"{""type"": ""LineString"", ""coordinates"": [[2.926031545718728, 42.65584066516982], [2.9254661442055063, 42.65697039665695], [2.925195262622108, 42.6573361270533], [2.924959817921683, 42.657611975210884]]}";42.6567552605,2.92554041513
